312: 493,540,419,540,419,512,493,512,0.649
313: 114,122,70,122,70,103,114,103,0.962
313: 68,74,68,55,102,55,102,74,0.941
313: 185,71,117,71,117,50,185,50,0.899
313: 128,120,128,99,185,99,185,120,0.895
313: 463,107,430,107,430,91,463,91,0.839
313: 311,104,311,78,393,78,393,104,0.793
313: 297,59,297,33,412,33,412,59,0.772
314: 850,193,850,154,944,154,944,193,0.874
314: 765,253,660,253,660,219,765,219,0.715
314: 758,324,674,324,674,298,758,298,0.611
315: 614,141,542,141,542,116,614,116,0.909
315: 218,128,218,102,273,102,273,128,0.908
315: 516,140,444,140,444,117,516,117,0.847
315: 330,184,219,184,219,157,330,157,0.809
315: 445,191,445,168,538,168,538,191,0.736
315: 394,305,372,305,372,245,394,245,0.716
315: 328,138,297,138,297,118,328,118,0.606
317: 274,91,152,91,152,63,274,63,0.951
317: 473,185,369,185,369,148,473,148,0.936
317: 414,97,315,97,315,63,414,63,0.865
317: 473,249,376,249,376,212,473,212,0.842
317: 204,178,99,178,99,146,204,146,0.801
317: 201,239,99,239,99,203,201,203,0.748
318: 638,322,567,322,567,301,638,301,0.894
318: 495,288,495,266,563,266,563,288,0.778
318: 638,354,570,354,570,332,638,332,0.758
318: 506,376,506,360,554,360,554,376,0.552
320: 186,79,186,67,240,67,240,79,0.915
320: 276,95,245,95,245,87,276,87,0.868
320: 323,84,288,84,288,73,323,73,0.798
320: 271,70,250,70,250,60,271,60,0.69
322: 647,429,647,371,848,371,848,429,0.836
322: 1026,404,1026,335,1259,335,1259,404,0.777
322: 857,618,857,585,981,585,981,618,0.712
322: 801,517,801,462,1059,462,1059,517,0.607
322: 774,333,774,250,1112,250,1112,333,0.6
324: 990,413,763,413,763,368,990,368,0.974
324: 787,630,787,588,953,588,953,630,0.797
324: 982,540,982,485,1207,485,1207,540,0.783
325: 451,232,350,232,350,199,451,199,0.933
325: 233,147,233,123,329,123,329,147,0.88
325: 224,274,224,249,334,249,334,274,0.822
325: 217,213,92,213,92,187,217,187,0.752
326: 17,104,17,87,78,87,78,104,0.959
326: 66,72,66,56,136,56,136,72,0.859
326: 188,105,116,105,116,88,188,88,0.821
326: 79,137,79,123,122,123,122,137,0.758
329: 464,665,464,608,540,608,540,665,0.759
329: 301,616,301,552,388,552,388,616,0.754
329: 298,559,298,486,390,486,390,559,0.686
329: 297,530,297,515,390,515,390,530,0.617
329: 453,608,453,550,536,550,536,608,0.521
331: 218,308,218,259,285,259,285,308,0.928
331: 71,399,71,339,196,339,196,399,0.741
331: 272,368,226,368,226,330,272,330,0.726
331: 70,329,70,279,154,279,154,329,0.628
332: 525,150,525,69,729,70,729,150,0.904
332: 778,180,778,99,962,99,962,180,0.873
332: 412,358,412,279,667,279,667,358,0.857
332: 689,413,689,354,837,354,837,413,0.857
332: 852,394,852,319,1071,319,1071,394,0.805
332: 842,292,842,212,1068,212,1068,292,0.744
332: 410,247,410,169,655,169,655,247,0.733
333: 195,215,195,195,244,195,244,215,0.804
333: 195,232,154,232,154,216,195,216,0.716
334: 441,212,408,212,408,200,441,200,0.943
334: 422,292,412,292,412,249,422,249,0.844
334: 395,210,350,210,350,199,395,199,0.826
334: 497,212,453,212,453,200,497,200,0.791
334: 506,279,471,279,471,267,506,267,0.709
334: 464,257,464,244,511,244,511,257,0.698
335: 603,442,603,353,789,353,789,442,0.941
335: 306,246,306,156,472,156,472,246,0.915
335: 124,470,124,365,379,365,379,470,0.895
335: 685,284,526,284,526,199,685,199,0.858
335: 566,550,413,550,413,487,566,487,0.85
335: 143,333,143,233,362,233,362,333,0.812
336: 753,321,671,321,671,274,753,274,0.863
336: 831,446,831,395,923,395,923,446,0.824
336: 400,280,400,238,500,238,500,280,0.784
336: 832,382,832,322,928,322,928,382,0.774
337: 446,86,395,86,395,73,446,73,0.913
337: 440,144,440,133,495,133,495,144,0.906
337: 330,145,280,145,280,132,330,132,0.853
337: 313,86,313,73,384,73,384,86,0.757
337: 393,174,383,174,383,125,393,125,0.626
338: 797,488,797,454,930,454,930,488,0.908
338: 1020,709,991,709,991,697,1020,697,0.835
338: 944,439,786,439,786,401,944,401,0.682
338: 789,383,789,348,951,348,951,383,0.595
339: 621,439,621,358,767,358,767,439,0.953
339: 424,361,424,250,608,250,608,361,0.918
339: 755,370,755,264,914,264,914,370,0.909
339: 431,268,431,156,607,156,607,268,0.9
339: 598,951,503,951,503,918,598,918,0.893
339: 911,447,782,447,782,361,911,361,0.83
339: 621,951,621,920,766,920,766,951,0.727
339: 462,204,462,56,690,56,690,204,0.701
339: 535,860,535,820,742,820,742,860,0.699
339: 711,272,711,160,885,160,885,272,0.699
339: 1019,445,946,445,946,384,1019,384,0.641
339: 742,1063,534,1063,534,1001,742,1001,0.631
339: 1019,394,951,394,951,329,1019,329,0.572
340: 935,274,780,274,780,239,935,239,0.918
340: 780,331,780,292,929,292,929,331,0.809
340: 930,386,775,386,775,346,930,346,0.8
341: 607,680,607,597,734,597,734,680,0.645
342: 67,99,67,85,102,85,102,99,0.938
342: 191,70,145,70,145,54,191,54,0.934
342: 207,108,160,108,160,91,207,91,0.925
342: 137,65,113,65,113,52,137,52,0.903
342: 362,119,353,119,353,70,362,70,0.881
342: 130,125,97,125,97,114,130,114,0.654
342: 259,139,259,121,371,121,371,139,0.57
343: 601,329,601,290,686,290,686,329,0.932
343: 825,369,744,369,744,339,825,339,0.885
343: 613,472,613,453,675,453,675,472,0.549
344: 222,483,54,379,77,341,245,445,0.932
344: 243,397,86,298,112,258,268,357,0.74
345: 391,602,391,514,540,514,540,602,0.908
345: 770,512,770,433,885,433,885,512,0.794
345: 680,317,680,181,883,181,883,317,0.713
345: 471,398,471,282,650,282,650,398,0.692
347: 336,150,336,129,393,129,393,150,0.969
347: 187,156,187,134,279,134,279,156,0.798
347: 185,202,185,180,256,180,256,202,0.782
347: 310,247,184,247,184,226,310,226,0.772
349: 345,213,298,213,298,197,345,197,0.929
349: 346,185,281,185,281,168,346,168,0.811
349: 294,157,257,157,257,142,294,142,0.656
349: 254,217,244,217,244,188,254,188,0.598
349: 254,157,213,157,213,142,254,142,0.579
350: 207,130,141,130,141,107,207,107,0.925
350: 283,50,283,29,364,29,364,50,0.88
350: 264,52,199,52,199,31,264,31,0.87
350: 261,143,261,127,307,127,307,143,0.832
350: 142,92,142,70,230,70,230,92,0.763
352: 876,436,768,436,768,403,876,403,0.783
352: 876,475,770,475,770,443,876,443,0.778
352: 738,42,663,42,663,14,738,14,0.707
352: 880,398,776,398,776,364,880,364,0.671
353: 254,121,180,121,180,98,254,98,0.894
353: 317,228,266,228,266,203,317,203,0.858
353: 124,164,124,141,253,141,253,164,0.77
353: 238,207,130,207,130,184,238,184,0.765
354: 508,259,403,259,403,225,508,225,0.841
354: 320,366,212,366,212,332,320,332,0.813
354: 453,369,453,336,552,336,552,369,0.712
354: 379,255,275,255,275,222,379,222,0.705
354: 466,319,466,286,541,286,541,319,0.68
354: 321,312,218,312,218,278,321,278,0.673
355: 334,413,334,353,463,353,463,413,0.873
355: 479,256,479,153,660,153,660,256,0.831
355: 494,337,494,265,630,265,630,337,0.826
355: 341,186,341,88,508,89,508,186,0.812
355: 205,312,205,239,325,239,325,312,0.715
355: 349,145,349,133,516,133,516,145,0.689
355: 527,137,527,54,664,54,664,137,0.685
355: 472,212,472,193,667,193,667,212,0.605
355: 538,104,538,89,668,89,668,104,0.57
356: 562,165,458,165,458,139,562,139,0.923
356: 538,223,538,190,645,190,645,223,0.844
356: 444,310,364,310,364,286,444,286,0.809
356: 477,220,372,220,372,190,477,190,0.729
356: 465,275,465,250,548,250,548,275,0.578
357: 676,739,676,720,743,720,743,739,0.906
358: 149,117,149,83,219,83,219,117,0.974
358: 273,219,273,179,394,179,394,219,0.932
358: 151,214,151,174,246,174,246,214,0.925
358: 772,217,628,217,628,176,772,176,0.878
358: 879,232,827,232,827,205,879,205,0.866
358: 256,125,256,86,389,86,389,125,0.8
358: 793,138,598,138,598,98,793,98,0.75
359: 916,790,916,754,993,754,993,790,0.939
359: 1010,836,909,836,909,792,1010,792,0.885
360: 594,472,594,410,761,410,761,472,0.939
360: 322,316,322,233,543,233,543,316,0.831
362: 557,301,557,242,680,242,680,301,0.916
362: 623,253,623,214,683,214,683,253,0.899
362: 557,381,520,381,520,350,557,350,0.766
362: 607,387,569,387,569,358,607,358,0.641
362: 626,340,565,340,565,300,626,300,0.565
362: 563,235,563,196,605,196,605,235,0.551
363: 507,325,507,257,678,257,678,325,0.953
363: 788,483,788,421,944,421,944,483,0.937
363: 422,400,422,331,593,331,593,400,0.918
363: 419,479,419,411,591,411,591,479,0.84
363: 710,352,710,280,895,280,895,352,0.78
363: 608,525,608,478,772,478,772,525,0.628
364: 560,145,486,145,486,120,560,120,0.965
364: 696,108,617,108,617,84,696,84,0.962
364: 695,145,621,145,621,121,695,121,0.957
364: 565,108,483,108,483,83,565,83,0.9
364: 551,69,551,45,632,45,632,69,0.854
365: 111,94,54,94,54,81,111,81,0.914
365: 249,93,193,93,193,76,249,76,0.816
365: 252,130,194,130,194,113,252,113,0.813
365: 107,132,47,132,47,115,107,115,0.812
366: 446,402,446,357,548,357,548,402,0.9
366: 457,335,341,335,341,288,457,288,0.897
366: 668,356,610,356,610,323,668,323,0.875
366: 235,379,235,331,342,331,342,379,0.875
366: 236,435,236,391,342,391,342,435,0.776
366: 444,453,444,415,550,415,550,453,0.689
366: 355,460,355,438,433,438,433,460,0.599
366: 675,358,675,336,707,336,707,358,0.598
366: 660,465,588,465,588,436,660,436,0.56
368: 891,418,891,372,974,372,974,418,0.79
368: 843,499,843,303,874,303,874,499,0.674
368: 962,573,895,573,895,543,962,543,0.664
368: 839,508,839,462,970,462,970,508,0.641
368: 985,328,845,328,845,268,985,268,0.592
368: 993,509,993,291,1013,291,1013,509,0.553
369: 245,90,165,90,165,59,245,59,0.971
369: 365,177,323,177,323,155,365,155,0.945
369: 119,181,78,181,78,159,119,159,0.9
369: 116,155,51,155,51,124,116,124,0.782
369: 297,154,297,120,362,120,362,154,0.744
370: 999,258,899,258,899,193,999,193,0.946
370: 829,424,829,378,911,378,911,424,0.863
370: 760,228,760,153,871,153,871,228,0.76
370: 977,350,977,297,1055,297,1055,350,0.703
370: 872,198,756,198,756,188,872,188,0.618
371: 103,154,103,117,164,117,164,154,0.89
371: 171,271,171,235,252,235,252,271,0.888
371: 178,139,178,85,267,85,267,139,0.838
371: 296,170,296,128,375,128,375,170,0.78
371: 167,140,104,140,104,133,167,133,0.771
372: 712,403,712,311,878,311,878,403,0.843
372: 806,479,806,408,907,408,907,479,0.737
372: 795,308,795,193,985,193,985,308,0.691
372: 753,517,652,517,652,455,753,455,0.664
372: 895,353,895,267,1023,267,1023,353,0.624
373: 414,262,396,262,396,177,414,177,0.961
373: 341,162,341,144,396,144,396,162,0.903
373: 300,164,219,164,219,140,300,140,0.852
373: 373,234,328,234,328,219,373,219,0.78
373: 317,256,300,256,300,197,317,197,0.756
373: 187,260,187,178,210,178,210,260,0.716
374: 832,621,832,434,1067,434,1067,621,0.978
374: 266,396,266,155,608,156,608,396,0.914
374: 830,487,830,308,1049,308,1049,487,0.867
374: 613,592,613,444,834,444,834,592,0.858
374: 1072,591,847,591,847,568,1072,568,0.588
374: 288,220,288,27,563,27,563,220,0.543
374: 830,467,830,444,1068,444,1068,467,0.531
375: 912,551,912,476,1025,476,1025,551,0.907
375: 513,548,513,458,710,458,710,548,0.883
375: 833,439,833,383,936,383,936,439,0.87
375: 538,472,538,379,704,379,704,472,0.869
375: 1021,608,904,608,904,544,1021,544,0.841
375: 753,607,753,550,849,550,849,607,0.788
375: 658,412,658,323,816,323,816,412,0.582
376: 196,189,196,133,413,133,413,189,0.858
376: 759,191,556,191,556,130,759,130,0.83
377: 183,228,183,211,215,211,215,228,0.938
377: 246,214,246,195,281,195,281,214,0.927
378: 205,278,205,244,360,244,360,278,0.797
379: 384,501,384,449,563,449,563,501,0.917
379: 491,406,491,362,673,362,673,406,0.843
379: 716,399,716,351,930,351,930,399,0.842
379: 390,584,390,532,565,532,565,584,0.813
379: 798,478,798,430,997,430,997,478,0.799
379: 785,599,616,599,616,563,785,563,0.747
379: 1022,558,938,558,938,509,1022,509,0.695
380: 679,697,679,572,1047,572,1047,697,0.856
380: 670,612,670,473,1013,473,1013,612,0.73
380: 233,451,233,299,554,299,554,451,0.599
380: 730,634,662,634,662,492,730,492,0.579
381: 147,560,84,560,84,527,147,527,0.647
381: 1021,132,1021,90,1032,90,1032,132,0.646
382: 544,961,497,961,497,798,544,798,0.87
382: 825,766,666,766,666,725,825,725,0.856
382: 918,960,918,801,976,801,976,960,0.815
382: 734,952,734,831,765,831,765,952,0.775
382: 616,906,616,873,713,873,713,906,0.656
382: 783,905,783,873,884,873,884,905,0.556
383: 342,279,342,230,469,230,469,279,0.903
383: 524,303,524,253,649,253,649,303,0.903
383: 695,325,695,273,814,273,814,325,0.787
384: 354,162,255,162,255,127,354,127,0.959
384: 139,210,46,210,46,175,139,175,0.921
384: 354,230,257,230,257,194,354,194,0.868
384: 163,225,163,201,235,201,235,225,0.811
385: 1007,585,926,585,926,539,1007,539,0.962
385: 841,506,841,454,932,454,932,506,0.885
385: 1005,633,924,633,924,588,1005,588,0.859
385: 739,532,739,475,836,475,836,532,0.7
386: 87,98,49,98,49,90,87,90,0.975
386: 42,124,42,106,92,106,92,124,0.825
386: 127,76,127,61,161,61,161,76,0.801
386: 134,103,94,103,94,92,134,92,0.724
388: 111,177,69,177,69,164,111,164,0.94
388: 205,189,205,177,240,177,240,189,0.938
388: 111,161,69,161,69,150,111,150,0.846
388: 241,176,206,176,206,164,241,164,0.841
389: 559,485,559,391,901,391,901,485,0.895
389: 553,311,553,224,883,224,883,311,0.81
391: 174,289,174,245,309,245,309,289,0.788
391: 225,229,225,180,350,180,350,229,0.764
391: 227,165,227,116,345,116,345,165,0.727
